DistrictName,DistrictLEANumber,TotalDistrictEnrollment,CampusName,CampusID,TotalSchoolEnrollment,NewStudentCases,NewStaffCases,NewOnCampus,NewOffCampus,NewUnknown,TotalStudentCases,TotalStaffCases,TotalOnCampus,TotalOffCampus,TotalUnknown
"HARMONY SCHOOL OF
EXCELLENCE",'101858,5934,"HARMONY SCIENCE ACADEMY -
CYPRESS",'101858009,588, , , , , ,*,10,*,*,*
"HARMONY SCHOOL OF
EXCELLENCE",'101858,5934,,"Multiple
Campus",, , , , , ,0,5,0,5,0
"HARMONY SCHOOL OF
EXCELLENCE TOTAL",'101858,5934,,,5934,*,0,*,*,*,113,65,89,89,0
STEP CHARTER SCHOOL,'101859,565,STEP CHARTER EL,'101859101,301, , , , , , , , , , 
STEP CHARTER SCHOOL,'101859,565,STEP CHARTER II,'101859102,264, , , , , , , , , , 
STEP CHARTER SCHOOL TOTAL,'101859,565,,,565, , , , , , , , , , 
THE RHODES SCHOOL,'101861,613,"THE RHODES SCHOOL -
NORTHSHORE CAMPUS",'101861104,260, , , , , ,40,5,1,44,0
THE RHODES SCHOOL,'101861,613,THE RHODES SCHOOL - HUMBLE,'101861105,353, , , , , ,15,5,3,15,2
THE RHODES SCHOOL,'101861,613,,"Multiple
Campus",, , , , , ,0,5,0,5,0
THE RHODES SCHOOL TOTAL,'101861,613,,,613, , , , , ,55,15,4,64,2
"HARMONY SCHOOL OF SCIENCE
- HOUSTON",'101862,4048,"HARMONY SCIENCE
ACADEMY-SUGAR LAND",'101862001,730, , , , , ,20,7,2,25,0
"HARMONY SCHOOL OF SCIENCE
- HOUSTON",'101862,4048,"HARMONY SCHOOL OF
INNOVATION-SUGAR LAND",'101862002,753, , , , , ,13,4,4,13,0
"HARMONY SCHOOL OF SCIENCE
- HOUSTON",'101862,4048,"HARMONY SCIENCE
ACADEMY-KATY",'101862003,676, , , , , ,41,10,40,11,0
"HARMONY SCHOOL OF SCIENCE
- HOUSTON",'101862,4048,"HARMONY SCIENCE ACADEMY-
BEAUMONT",'101862004,576, , , , , ,22,7,15,14,0
"HARMONY SCHOOL OF SCIENCE
- HOUSTON",'101862,4048,"HARMONY SCHOOL OF
INNOVATION - KATY",'101862005,681, , , , , ,11,6,9,8,0
"HARMONY SCHOOL OF SCIENCE
- HOUSTON",'101862,4048,"HARMONY SCHOOL OF
EXCELLENCE - SUGAR LAND",'101862006,632, , , , , ,15,3,15,3,0
"HARMONY SCHOOL OF SCIENCE
- HOUSTON TOTAL",'101862,4048,,,4048, , , , , ,122,37,85,74,0
THE LAWSON ACADEMY,'101864,168,THE LAWSON ACADEMY,'101864041,168, , , , , ,*,0,*,*,*
THE LAWSON ACADEMY TOTAL,'101864,168,,,168, , , , , ,*,0,*,*,*
THE PRO-VISION ACADEMY,'101868,357,THE PRO-VISION ACADEMY,'101868001,196, , , , , ,*,2,*,*,*
THE PRO-VISION ACADEMY,'101868,357,PRO-VISION MIDDLE,'101868002,161, , , , , ,*,1,*,*,*
THE PRO-VISION ACADEMY,'101868,357,,"Multiple
Campus",, , , , , ,0,1,0,1,0
"THE PRO-VISION ACADEMY
TOTAL",'101868,357,,,357, , , , , ,*,4,*,*,*
BETA ACADEMY,'101870,1296,BETA ACADEMY,'101870001,717, , , , , , , , , , 
BETA ACADEMY,'101870,1296,BETA ACADEMY,'101870002,579, , , , , , , , , , 
BETA ACADEMY TOTAL,'101870,1296,,,1296, , , , , , , , , , 
A+ UNLIMITED POTENTIAL,'101871,145,"A+ UNLIMITED POTENTIAL -
UNIVERSITY",'101871102,145, , , , , ,*,0,*,*,*
"A+ UNLIMITED POTENTIAL
TOTAL",'101871,145,,,145, , , , , ,*,0,*,*,*
"ETOILE ACADEMY CHARTER
SCHOOL",'101872,342,"ETOILE ACADEMY CHARTER
SCHOOL",'101872001,342, , , , , ,10,1,1,1,9
"ETOILE ACADEMY CHARTER
SCHOOL TOTAL",'101872,342,,,342, , , , , ,10,1,1,1,9
"YELLOWSTONE COLLEGE
PREPARATORY",'101873,155,"YELLOWSTONE COLLEGE
PREPARATORY",'101873001,155, , , , , ,5,3,2,0,6
"YELLOWSTONE COLLEGE
PREPARATORY TOTAL",'101873,155,,,155, , , , , ,5,3,2,0,6
"LEGACY SCHOOL OF SPORT
SCIENCES",'101874,374,"LEGACY SCHOOL OF SPORT
SCIENCES",'101874001,374, , , , , , , , , , 
"LEGACY SCHOOL OF SPORT
SCIENCES TOTAL",'101874,374,,,374, , , , , , , , , , 
"BLOOM ACADEMY CHARTER
SCHOOL",'101875,226,"BLOOM ACADEMY CHARTER
SCHOOL",'101875001,226, , , , , , , , , , 
"BLOOM ACADEMY CHARTER
SCHOOL TOTAL",'101875,226,,,226, , , , , , , , , , 
"REVE PREPARATORY CHARTER
SCHOOL",'101876,166,"REVE PREPARATORY CHARTER
SCHOOL",'101876001,166, , , , , , , , , , 
"REVE PREPARATORY CHARTER
SCHOOL TOTAL",'101876,166,,,166, , , , , , , , , , 
"HOUSTON CLASSICAL CHARTER
SCHOOL",'101878,84,HOUSTON CLASSICAL,'101878001,84, , , , , , , , , , 
"HOUSTON CLASSICAL CHARTER
SCHOOL TOTAL",'101878,84,,,84, , , , , , , , , , 
ALDINE ISD,'101902,62248,ALDINE H S,'101902001,2760, , , , , ,87,10,0,0,97
ALDINE ISD,'101902,62248,"CARVER H S FOR APPLIED
TECH/ENGINEERING/ARTS",'101902002,772, , , , , ,14,1,1,0,14
ALDINE ISD,'101902,62248,MACARTHUR H S,'101902003,3632, , , , , ,98,23,0,0,121
ALDINE ISD,'101902,62248,EISENHOWER H S,'101902004,2876, , , , , ,41,9,1,1,48
ALDINE ISD,'101902,62248,NIMITZ H S,'101902005,2822, , , , , ,92,13,0,1,104
ALDINE ISD,'101902,62248,VICTORY EARLY COLLEGE H S,'101902008,415, , , , , ,11,2,0,0,13
ALDINE ISD,'101902,62248,DAVIS H S ALDINE,'101902012,3221, , , , , ,44,17,0,0,61
ALDINE ISD,'101902,62248,HALL SUCCESS ACADEMY,'101902013,166, , , , , ,*,2,*,*,*
ALDINE ISD,'101902,62248,BLANSON CTE H S,'101902014,1359, , , , , ,45,7,0,0,52
ALDINE ISD,'101902,62248,AVALOS P-TECH SCHOOL,'101902015,365, , , , , ,11,0,0,0,11
ALDINE ISD,'101902,62248,"YOUNG WOMENS LEADERSHIP
ACADEMY",'101902016,191, , , , , ,7,0,0,0,7
ALDINE ISD,'101902,62248,LA PROMESA,'101902017,149, , , , , ,*,0,*,*,*
ALDINE ISD,'101902,62248,ALDINE MIDDLE,'101902041,855, , , , , ,41,4,0,0,45
ALDINE ISD,'101902,62248,DREW ACADEMY,'101902042,443, , , , , ,5,5,0,0,10
ALDINE ISD,'101902,62248,HAMBRICK MIDDLE,'101902043,1066, , , , , ,45,7,0,1,51
ALDINE ISD,'101902,62248,STOVALL MIDDLE,'101902044,978, , , , , ,25,12,0,0,37
ALDINE ISD,'101902,62248,TEAGUE MIDDLE,'101902045,1318, , , , , ,44,17,0,0,61
ALDINE ISD,'101902,62248,HOFFMAN MIDDLE,'101902046,1065, , , , , ,*,5,*,*,*
ALDINE ISD,'101902,62248,SHOTWELL MIDDLE,'101902047,1101, , , , , ,26,2,0,0,28
ALDINE ISD,'101902,62248,GRANTHAM ACADEMY,'101902048,1210, , , , , ,19,7,0,0,26
ALDINE ISD,'101902,62248,PLUMMER MIDDLE,'101902051,1019, , , , , ,34,7,0,0,41
ALDINE ISD,'101902,62248,LEWIS MIDDLE,'101902052,1078, , , , , ,24,6,0,0,30
ALDINE ISD,'101902,62248,GARCIA MIDDLE,'101902053,1172, , , , , ,33,6,0,0,39
ALDINE ISD,'101902,62248,JONES MIDDLE,'101902054,1387, , , , , ,33,6,0,0,39
ALDINE ISD,'101902,62248,MEAD MIDDLE,'101902055,1102, , , , , ,45,7,0,0,52
ALDINE ISD,'101902,62248,HOUSTON ACADEMY,'101902062,401, , , , , ,17,1,0,0,18
ALDINE ISD,'101902,62248,KNIPPEL EDUCATION CENTER,'101902090,<10, , , , , ,*,7,*,*,*
ALDINE ISD,'101902,62248,HIGHPOINT,'101902098,<10, , , , , , , , , , 
ALDINE ISD,'101902,62248,ALDINE J J A E P,'101902099,0, , , , , , , , , , 
ALDINE ISD,'101902,62248,ANDERSON ACADEMY,'101902101,666, , , , , ,9,7,0,0,16
ALDINE ISD,'101902,62248,CARROLL EL,'101902103,651, , , , , ,20,7,0,0,27
ALDINE ISD,'101902,62248,REECE ACADEMY,'101902104,421, , , , , ,17,0,0,0,17
ALDINE ISD,'101902,62248,FRANCIS EL,'101902105,814, , , , , ,40,8,0,0,48
ALDINE ISD,'101902,62248,GOODMAN EL,'101902106,421, , , , , ,20,4,0,0,24
ALDINE ISD,'101902,62248,CARTER ACADEMY,'101902107,606, , , , , ,20,4,0,0,24
ALDINE ISD,'101902,62248,LANE SCHOOL,'101902108,86, , , , , ,*,7,*,*,*
ALDINE ISD,'101902,62248,WORSHAM EL,'101902110,518, , , , , ,45,2,0,0,47
ALDINE ISD,'101902,62248,OLESON EL,'101902111,500, , , , , ,17,4,0,1,20
ALDINE ISD,'101902,62248,ORANGE GROVE EL,'101902112,618, , , , , ,20,2,0,0,22
ALDINE ISD,'101902,62248,RAYMOND EL,'101902113,482, , , , , ,8,3,0,0,11
ALDINE ISD,'101902,62248,SMITH EL,'101902114,590, , , , , ,*,3,*,*,*
ALDINE ISD,'101902,62248,ODOM EL,'101902115,403, , , , , ,18,4,0,0,22
ALDINE ISD,'101902,62248,JOHNSON EL,'101902116,630, , , , , ,32,7,0,0,39
ALDINE ISD,'101902,62248,THOMPSON EL,'101902117,486, , , , , ,23,2,0,0,25
ALDINE ISD,'101902,62248,SAMMONS EL,'101902118,400, , , , , ,*,0,*,*,*
ALDINE ISD,'101902,62248,STEPHENS EL,'101902119,535, , , , , ,34,7,0,0,41
ALDINE ISD,'101902,62248,ERMEL EL,'101902121,491, , , , , ,11,7,0,0,18
ALDINE ISD,'101902,62248,CARMICHAEL EL,'101902122,433, , , , , ,11,0,0,0,11
ALDINE ISD,'101902,62248,CONLEY EL,'101902123,375, , , , , ,*,2,*,*,*
ALDINE ISD,'101902,62248,DUNN EL,'101902124,788, , , , , ,36,6,0,0,42
ALDINE ISD,'101902,62248,GRAY EL,'101902125,531, , , , , ,24,4,0,0,28
ALDINE ISD,'101902,62248,BLACK EL,'101902126,570, , , , , ,7,1,0,0,8
ALDINE ISD,'101902,62248,CALVERT EL,'101902128,571, , , , , ,24,5,0,0,29
ALDINE ISD,'101902,62248,HARRIS EL,'101902129,536, , , , , ,9,4,0,0,13
ALDINE ISD,'101902,62248,KUJAWA EL,'101902130,554, , , , , ,17,2,0,0,19
ALDINE ISD,'101902,62248,BUSSEY EL,'101902131,530, , , , , ,19,3,0,0,22
ALDINE ISD,'101902,62248,SPENCE EL,'101902132,618, , , , , ,11,6,0,0,17
ALDINE ISD,'101902,62248,JONES EL,'101902134,724, , , , , ,14,5,0,0,19
ALDINE ISD,'101902,62248,GREENSPOINT EL,'101902135,656, , , , , ,33,3,0,0,36
ALDINE ISD,'101902,62248,CYPRESSWOOD EL,'101902136,784, , , , , ,27,4,0,0,31
ALDINE ISD,'101902,62248,ECKERT EL,'101902137,599, , , , , ,11,4,0,0,15
ALDINE ISD,'101902,62248,ESCAMILLA EL,'101902138,813, , , , , ,52,3,0,0,55
ALDINE ISD,'101902,62248,STEHLIK EL,'101902139,542, , , , , ,17,6,0,0,23
ALDINE ISD,'101902,62248,PARKER EL,'101902140,0, , , , , , , , , , 
ALDINE ISD,'101902,62248,CARAWAY EL,'101902141,503, , , , , ,0,2,0,0,2
ALDINE ISD,'101902,62248,WILSON EL,'101902142,370, , , , , ,8,5,0,0,13
ALDINE ISD,'101902,62248,REED ACADEMY,'101902143,756, , , , , ,32,5,0,0,37
ALDINE ISD,'101902,62248,HILL EL,'101902144,480, , , , , ,14,4,0,0,18
ALDINE ISD,'101902,62248,MARCELLA EL,'101902145,593, , , , , ,11,4,0,0,15
ALDINE ISD,'101902,62248,OGDEN EL,'101902146,587, , , , , ,19,3,0,0,22
ALDINE ISD,'101902,62248,KEEBLE EC/PK/K,'101902151,635, , , , , ,18,8,0,0,26
ALDINE ISD,'101902,62248,HINOJOSA EC/PK/K,'101902153,599, , , , , ,15,4,0,0,19
ALDINE ISD,'101902,62248,VINES EC/PK/K,'101902154,567, , , , , ,19,3,0,0,22
ALDINE ISD,'101902,62248,DE SANTIAGO EC/PK/K,'101902155,583, , , , , ,20,5,0,0,25
ALDINE ISD,'101902,62248,GRIGGS EC/PK/K,'101902161,782, , , , , ,21,1,0,0,22
ALDINE ISD,'101902,62248,MAGRILL EC/PK/K,'101902162,653, , , , , ,17,9,0,0,26
ALDINE ISD,'101902,62248,GARCIA-LEZA EC/PK/K,'101902163,609, , , , , ,25,6,0,0,31
ALDINE ISD,'101902,62248,KUJAWA EC/PK/K,'101902164,680, , , , , ,16,2,0,0,18
ALDINE ISD,'101902,62248,JONES EC/PK/K,'101902165,787, , , , , ,18,5,0,0,23
ALDINE ISD,'101902,62248,VARDEMAN EC/PK/K,'101902166,676, , , , , ,31,7,0,0,38
ALDINE ISD,'101902,62248,STOVALL EC/PK/K,'101902167,511, , , , , ,20,2,0,0,22
ALDINE ISD TOTAL,'101902,62248,,,62248, , , , , ,1824,394,2,4,2212
ALIEF ISD,'101903,40202,HASTINGS H S,'101903001,4037,*,0,*,*,*,130,0,0,1,129
ALIEF ISD,'101903,40202,ELSIK H S,'101903002,4208,*,0,*,*,*,128,0,0,15,113
ALIEF ISD,'101903,40202,TAYLOR H S,'101903003,2915,*,0,*,*,*,93,0,0,20,73
ALIEF ISD,'101903,40202,ALIEF LEARNING CTR (6-12),'101903005,54, , , , , ,*,0,*,*,*
ALIEF ISD,'101903,40202,KERR H S,'101903006,795, , , , , ,7,0,0,0,7
ALIEF ISD,'101903,40202,CROSSROADS,'101903011,24, , , , , ,*,0,*,*,*
ALIEF ISD,'101903,40202,ALIEF EARLY COLLEGE H S,'101903012,408, , , , , ,22,0,0,1,21
ALIEF ISD,'101903,40202,ALIEF MIDDLE,'101903041,895, , , , , ,*,0,*,*,*
ALIEF ISD,'101903,40202,OLLE MIDDLE,'101903042,1075,*,0,*,*,*,42,0,0,2,40
ALIEF ISD,'101903,40202,KILLOUGH MIDDLE,'101903043,809,*,0,*,*,*,25,0,0,0,25
ALIEF ISD,'101903,40202,HOLUB MIDDLE,'101903044,832, , , , , ,12,0,0,2,10
ALIEF ISD,'101903,40202,ALBRIGHT MIDDLE,'101903045,1134, , , , , ,23,0,0,5,18
ALIEF ISD,'101903,40202,O'DONNELL MIDDLE,'101903046,1322, , , , , ,28,0,0,3,25
ALIEF ISD,'101903,40202,ALIEF ISD J J A E P,'101903047,<10, , , , , , , , , , 
ALIEF ISD,'101903,40202,YOUENS EL,'101903101,734,10,0,0,0,10,28,0,0,0,28
ALIEF ISD,'101903,40202,BOONE EL,'101903102,634, , , , , ,18,0,0,0,18
ALIEF ISD,'101903,40202,MARTIN EL,'101903103,787, , , , , ,23,0,0,0,23
ALIEF ISD,'101903,40202,CHAMBERS EL,'101903104,497, , , , , ,14,0,0,2,12
ALIEF ISD,'101903,40202,SMITH EL,'101903105,656, , , , , ,24,0,0,0,24
ALIEF ISD,'101903,40202,MAHANAY EL,'101903106,533, , , , , ,12,0,0,7,5
ALIEF ISD,'101903,40202,KENNEDY EL,'101903107,650,*,0,*,*,*,22,0,0,0,22
ALIEF ISD,'101903,40202,CHANCELLOR EL,'101903108,755, , , , , ,17,0,0,3,14
ALIEF ISD,'101903,40202,LIESTMAN EL,'101903109,705, , , , , ,9,0,0,2,7
ALIEF ISD,'101903,40202,PETROSKY EL,'101903110,580, , , , , ,25,0,0,6,19
ALIEF ISD,'101903,40202,HEFLIN EL,'101903111,659, , , , , ,28,0,0,4,24
ALIEF ISD,'101903,40202,CUMMINGS EL,'101903112,540, , , , , ,26,0,0,2,24
ALIEF ISD,'101903,40202,REES EL,'101903113,524, , , , , ,14,0,0,0,14
ALIEF ISD,'101903,40202,ALEXANDER EL,'101903114,640, , , , , ,9,0,0,1,8
ALIEF ISD,'101903,40202,HEARNE EL,'101903115,828, , , , , ,17,0,0,1,16
ALIEF ISD,'101903,40202,LANDIS EL,'101903116,601, , , , , ,12,0,0,1,11
ALIEF ISD,'101903,40202,SNEED EL,'101903117,989, , , , , ,22,0,0,3,19
ALIEF ISD,'101903,40202,BEST EL,'101903118,771,*,0,*,*,*,17,0,0,1,16
ALIEF ISD,'101903,40202,OUTLEY EL,'101903119,958, , , , , ,15,0,0,2,13
ALIEF ISD,'101903,40202,HICKS EL,'101903120,690, , , , , ,20,0,0,2,18
ALIEF ISD,'101903,40202,BUSH EL,'101903121,104, , , , , ,11,0,0,1,10
ALIEF ISD,'101903,40202,COLLINS EL,'101903122,806, , , , , ,23,0,0,2,21
ALIEF ISD,'101903,40202,HORN EL,'101903123,824, , , , , ,*,0,*,*,*
ALIEF ISD,'101903,40202,HOLMQUIST EL,'101903124,932, , , , , ,10,0,0,3,7
ALIEF ISD,'101903,40202,OWENS INT,'101903140,812, , , , , ,38,0,0,2,36
ALIEF ISD,'101903,40202,KLENTZMAN INT,'101903141,824, , , , , ,11,0,0,4,7
ALIEF ISD,'101903,40202,YOUNGBLOOD INT,'101903142,874, , , , , ,28,0,0,0,28
ALIEF ISD,'101903,40202,MATA INT,'101903143,809, , , , , ,29,0,0,3,26
ALIEF ISD,'101903,40202,MILLER INT,'101903144,823,*,0,*,*,*,38,0,0,4,34
ALIEF ISD,'101903,40202,BUDEWIG INT,'101903145,1137, , , , , ,47,0,0,5,42
ALIEF ISD,'101903,40202,ADMIN SERVICES,'101903199,0, , , , , , , , , , 
ALIEF ISD,'101903,40202,ALIEF LEARNING CTR (K-6),'101903205,<20, , , , , , , , , , 
ALIEF ISD,'101903,40202,,"Multiple
Campus",, , , , , ,0,434,0,112,322
ALIEF ISD TOTAL,'101903,40202,,,40202,21,0,0,0,21,1129,434,0,223,1340
CHANNELVIEW ISD,'101905,9440,CHANNELVIEW H S,'101905001,2892,0,2,0,0,2,*,136,*,*,*
CHANNELVIEW ISD,'101905,9440,"ENDEAVOR HS-JOE FRANK
CAMPBELL LEARNING CENTER",'101905005,53, , , , , ,0,2,0,0,2
CHANNELVIEW ISD,'101905,9440,JJAEP DISCIPLINARY SCHOOL,'101905007,0, , , , , , , , , , 
CHANNELVIEW ISD,'101905,9440,ALICE JOHNSON J H,'101905041,1201, , , , , ,0,33,0,0,33
CHANNELVIEW ISD,'101905,9440,B H HAMBLEN EL,'101905042,921, , , , , ,0,39,0,2,37
CHANNELVIEW ISD,'101905,9440,AGUIRRE J H,'101905043,1008, , , , , ,0,28,0,0,28
CHANNELVIEW ISD,'101905,9440,VIOLA COBB EL,'101905101,386, , , , , ,0,7,0,0,7
CHANNELVIEW ISD,'101905,9440,DE ZAVALA EL,'101905102,546, , , , , ,0,23,0,0,23
CHANNELVIEW ISD,'101905,9440,SCHOCHLER EL,'101905103,409, , , , , ,0,16,0,1,15
CHANNELVIEW ISD,'101905,9440,MCMULLAN EL,'101905104,503,0,2,0,0,2,0,20,0,1,19
CHANNELVIEW ISD,'101905,9440,CRENSHAW EL,'101905105,501, , , , , ,0,13,0,0,13
